age,gender,employment_status,occupation,monthly_income,existing_emi,loan_amount,loan_tenure,credit_score,marital_status,dependents,education,residential_status,eligible
61,Female,Employed,Farmer,5194.41,1199.81,31756.89,180,612,Married,4,Bachelor,Mortgaged,1
55,Female,Student,Accountant,2358.98,606.84,119877.69,24,794,Single,4,Master,Rented,0
39,Male,Self-Employed,Engineer,4139.51,0.23,180132.93,120,773,Single,0,Master,Owned,1
68,Female,Self-Employed,Manager,4153.71,451.63,159649.05,48,758,Single,3,Bachelor,Rented,1
36,Male,Self-Employed,Engineer,4774.52,1056.51,111570.63,12,704,Married,4,Bachelor,Mortgaged,1
23,Female,Employed,Sales,6301.48,1133.74,87320.26,36,711,Single,2,High School,Mortgaged,1
40,Female,Unemployed,Clerk,500.0,26.64,125641.96,12,615,Married,1,Bachelor,Rented,0
44,Male,Employed,Manager,3121.52,284.43,91543.48,60,691,Single,1,High School,Rented,1
53,Male,Retired,Doctor,5543.22,560.07,52989.33,180,604,Single,1,High School,Owned,1
44,Male,Student,Accountant,2056.11,350.26,137443.5,12,595,Single,0,Bachelor,Rented,0
31,Male,Employed,Doctor,4670.92,1165.3,175282.57,240,550,Single,2,Bachelor,Parental,1
69,Male,Self-Employed,Engineer,4029.55,1127.26,77709.71,36,712,Married,2,Master,Owned,0
28,Male,Self-Employed,Teacher,3411.16,767.6,169100.0,60,693,Married,2,Master,Parental,0
56,Other,Employed,Teacher,5316.92,1344.57,89061.0,240,655,Married,2,High School,Mortgaged,1
58,Male,Retired,Clerk,1542.24,217.5,83260.51,60,645,Single,2,Master,Parental,0
60,Male,Employed,Engineer,6260.25,732.03,10523.25,240,533,Single,3,Bachelor,Owned,1
40,Female,Employed,Other,5263.18,620.07,140579.39,180,700,Single,2,High School,Owned,1
55,Male,Employed,Manager,5317.44,982.72,162462.99,120,654,Married,2,Bachelor,Owned,1
68,Female,Employed,Accountant,3659.09,136.38,134393.6,12,751,Single,0,Bachelor,Mortgaged,1
45,Female,Self-Employed,Teacher,4786.4,832.11,34515.39,48,691,Married,0,Bachelor,Rented,1
55,Female,Unemployed,Teacher,500.0,99.77,25142.23,240,736,Single,2,PhD,Owned,1
45,Male,Self-Employed,Doctor,2961.77,389.98,116707.46,180,679,Single,3,Bachelor,Mortgaged,1
49,Male,Self-Employed,Doctor,4131.43,1181.38,83295.67,48,694,Divorced,2,Other,Owned,1
38,Male,Employed,Sales,8761.0,1598.57,88674.07,12,754,Married,2,Bachelor,Owned,1
66,Female,Employed,Other,5257.2,346.97,193721.05,48,664,Married,2,High School,Rented,1
38,Male,Employed,Doctor,1146.8,164.87,146164.92,36,717,Married,4,Bachelor,Owned,1
22,Male,Employed,Doctor,4036.25,817.83,85298.61,84,644,Married,3,Diploma,Owned,1
55,Other,Self-Employed,Manager,5025.59,487.93,8724.36,60,669,Single,1,Bachelor,Rented,1
36,Male,Employed,Doctor,3307.31,79.02,11648.66,60,807,Married,2,Bachelor,Mortgaged,1
61,Male,Employed,Accountant,6246.65,1093.36,138536.72,24,731,Single,1,Bachelor,Mortgaged,1
56,Male,Employed,Manager,5238.23,1489.55,168359.06,36,636,Married,3,High School,Rented,0
53,Female,Retired,Sales,4486.99,652.95,143002.01,84,713,Married,2,Bachelor,Mortgaged,1
24,Male,Retired,Engineer,2161.72,587.63,84148.11,24,577,Married,1,High School,Rented,0
53,Female,Self-Employed,Manager,3044.82,762.75,11071.47,48,662,Married,1,Bachelor,Rented,1
34,Female,Student,Engineer,1847.48,81.7,193643.32,24,603,Married,3,Master,Mortgaged,0
41,Male,Unemployed,Teacher,500.0,106.23,197335.53,240,716,Single,2,Other,Rented,0
68,Female,Self-Employed,Sales,3897.97,509.23,112126.09,36,664,Single,4,High School,Rented,1
40,Male,Employed,Sales,7353.45,552.05,18780.84,84,702,Single,3,Bachelor,Rented,1
28,Male,Unemployed,Manager,1406.21,289.79,110489.64,12,741,Married,4,Bachelor,Rented,0
27,Female,Self-Employed,Farmer,1015.12,226.17,179006.0,36,643,Widowed,2,PhD,Rented,0
23,Female,Self-Employed,Sales,5198.6,280.56,137597.17,180,646,Single,1,Bachelor,Mortgaged,1
37,Female,Unemployed,Engineer,1548.45,424.79,145397.9,60,677,Single,3,High School,Owned,0
53,Male,Employed,Sales,6777.37,1527.24,21569.12,180,611,Married,3,Bachelor,Mortgaged,1
68,Male,Self-Employed,Teacher,2590.45,725.36,25769.77,24,679,Divorced,3,Bachelor,Rented,1
32,Male,Retired,Accountant,3487.21,331.71,29833.01,120,683,Married,0,Master,Owned,1
42,Male,Employed,Farmer,5167.45,1456.19,181353.48,240,698,Single,2,Master,Rented,1
42,Male,Self-Employed,Clerk,2563.55,283.41,107540.68,120,713,Widowed,0,Diploma,Rented,1
66,Male,Employed,Sales,6420.15,103.95,159357.14,36,551,Married,3,Other,Mortgaged,1
50,Male,Self-Employed,Doctor,3637.68,832.63,27481.8,120,577,Single,3,High School,Rented,1
58,Male,Unemployed,Manager,2229.1,470.46,185890.33,180,586,Divorced,4,Other,Rented,0
58,Male,Employed,Manager,3885.71,696.99,165122.71,12,687,Married,0,Master,Rented,1
65,Male,Self-Employed,Manager,1809.12,265.88,48829.01,36,657,Married,1,Bachelor,Owned,0
28,Female,Employed,Other,4636.15,44.74,175465.54,60,498,Married,2,Master,Rented,0
47,Male,Self-Employed,Farmer,4347.87,814.7,56371.34,84,835,Married,1,High School,Rented,1
47,Female,Employed,Farmer,4198.71,525.05,45041.28,36,520,Married,1,High School,Rented,1
54,Female,Unemployed,Engineer,500.0,84.03,56527.57,48,682,Single,2,High School,Rented,0
41,Male,Employed,Sales,5575.47,718.1,182441.24,60,725,Widowed,3,High School,Parental,1
50,Female,Self-Employed,Clerk,4568.47,1324.02,183540.44,36,622,Single,4,Bachelor,Rented,0
53,Female,Employed,Manager,6030.75,1092.97,69154.18,48,731,Married,3,Diploma,Parental,1
48,Female,Student,Sales,500.0,112.39,142559.67,60,599,Married,3,Master,Owned,0
67,Male,Student,Farmer,500.0,140.45,136770.32,24,693,Single,0,Bachelor,Owned,0
53,Male,Retired,Teacher,5160.48,915.88,162279.71,240,505,Single,1,Bachelor,Rented,0
25,Male,Unemployed,Manager,500.0,1.81,62819.35,180,773,Divorced,1,Bachelor,Owned,1
68,Female,Unemployed,Sales,500.0,5.14,104477.02,84,680,Married,1,Bachelor,Rented,0
39,Female,Employed,Farmer,5213.45,1098.48,135196.42,36,552,Married,4,Diploma,Rented,1
24,Female,Employed,Accountant,5909.03,494.74,10120.08,24,730,Married,4,Bachelor,Rented,1
55,Female,Employed,Farmer,5254.65,913.33,78464.06,120,810,Married,4,Master,Mortgaged,1
69,Female,Unemployed,Doctor,500.0,30.34,140698.23,180,605,Married,2,Bachelor,Parental,0
37,Male,Student,Other,2751.42,223.07,54256.04,12,663,Single,4,Bachelor,Mortgaged,0
64,Male,Employed,Other,5002.86,757.39,191752.3,84,638,Married,0,Master,Owned,0
48,Female,Student,Manager,500.0,146.34,10881.47,120,618,Divorced,0,High School,Rented,0
50,Male,Self-Employed,Accountant,4313.76,797.53,191827.0,240,609,Married,3,Bachelor,Owned,1
49,Male,Self-Employed,Accountant,4712.92,1323.6,47268.95,36,628,Single,3,Bachelor,Owned,1
66,Male,Employed,Manager,7941.12,2285.56,14520.3,24,632,Divorced,3,Master,Rented,1
26,Male,Employed,Sales,5613.13,350.44,62032.44,60,651,Married,3,PhD,Rented,1
55,Female,Self-Employed,Manager,1776.96,165.89,158325.05,12,645,Single,0,Master,Owned,0
61,Female,Self-Employed,Clerk,1829.65,422.64,151726.19,84,740,Widowed,3,Bachelor,Mortgaged,1
57,Female,Employed,Clerk,6888.06,1791.1,45723.88,240,733,Married,0,Diploma,Mortgaged,1
44,Female,Self-Employed,Other,2795.8,435.5,43374.08,240,557,Single,4,Master,Owned,1
49,Male,Student,Farmer,500.0,148.98,130303.08,120,632,Single,4,Bachelor,Rented,0
69,Male,Unemployed,Manager,2000.77,6.95,94326.12,120,780,Married,2,High School,Mortgaged,1
66,Female,Student,Manager,500.0,44.94,159496.54,180,703,Married,3,Master,Rented,0
51,Male,Employed,Sales,6420.52,1200.31,9705.89,24,706,Single,4,Bachelor,Rented,1
55,Female,Employed,Engineer,3627.92,510.76,124030.31,84,699,Single,4,High School,Owned,1
53,Female,Self-Employed,Other,6210.72,217.26,147481.04,60,659,Single,1,PhD,Owned,1
41,Male,Employed,Other,6308.1,696.01,198710.29,60,676,Married,1,Bachelor,Owned,1
52,Female,Employed,Other,3915.97,29.9,137362.43,36,647,Single,0,Bachelor,Mortgaged,0
43,Female,Employed,Farmer,2509.41,483.87,50209.81,36,748,Single,2,Master,Owned,1
53,Female,Employed,Teacher,8457.75,2265.18,26096.31,84,648,Married,1,Master,Owned,1
23,Male,Employed,Engineer,4684.69,1243.61,129978.77,120,670,Married,2,High School,Owned,1
38,Male,Employed,Farmer,3855.9,809.21,107020.7,12,738,Married,4,Bachelor,Mortgaged,1
45,Male,Employed,Clerk,7079.46,989.22,180333.33,36,653,Married,0,Master,Owned,1
62,Male,Employed,Sales,6418.64,985.96,146688.56,12,674,Married,2,Diploma,Rented,1
51,Male,Self-Employed,Clerk,5774.19,237.18,104399.78,36,651,Married,1,Bachelor,Rented,1
23,Female,Self-Employed,Accountant,3852.24,394.1,83699.95,60,672,Widowed,4,High School,Rented,1
60,Male,Self-Employed,Other,6821.58,384.18,83853.07,240,654,Married,3,Master,Owned,1
66,Female,Employed,Doctor,3034.07,747.47,49129.34,36,637,Single,4,Master,Owned,1
44,Female,Employed,Other,4171.93,1144.89,8378.56,240,623,Married,1,High School,Mortgaged,1
52,Female,Self-Employed,Other,4584.82,738.51,117107.56,12,666,Married,1,Master,Parental,0
67,Male,Self-Employed,Sales,5752.17,1255.87,46420.87,84,761,Married,3,Master,Rented,1
42,Female,Employed,Engineer,5991.74,218.34,45623.75,240,729,Married,4,Bachelor,Owned,1
43,Male,Employed,Clerk,4875.7,890.11,29449.34,60,553,Married,2,Bachelor,Owned,1
22,Male,Student,Accountant,500.0,105.42,41971.12,24,645,Married,2,High School,Mortgaged,0
47,Female,Employed,Other,6760.27,918.25,11198.88,60,628,Married,4,PhD,Rented,1
62,Male,Employed,Manager,6146.59,448.59,136475.13,12,555,Divorced,2,Bachelor,Mortgaged,0
22,Male,Self-Employed,Teacher,2688.21,707.57,83272.44,240,702,Married,4,Bachelor,Rented,1
46,Female,Employed,Manager,3643.6,812.06,114497.3,240,672,Married,4,Bachelor,Parental,1
37,Male,Employed,Manager,4181.77,1128.9,129206.74,84,841,Widowed,1,Bachelor,Mortgaged,1
60,Male,Employed,Sales,3989.36,979.47,194634.49,240,653,Single,0,Master,Mortgaged,1
53,Male,Unemployed,Doctor,2044.76,607.52,18311.84,36,617,Single,1,Bachelor,Rented,0
29,Female,Employed,Doctor,5653.6,325.94,86493.95,48,610,Divorced,2,PhD,Rented,1
63,Female,Employed,Clerk,5836.68,151.9,52950.1,84,643,Married,0,Bachelor,Rented,1
68,Male,Employed,Doctor,5287.5,534.57,97958.83,48,727,Divorced,4,Diploma,Rented,1
59,Male,Unemployed,Manager,858.16,33.21,184492.1,12,736,Single,2,PhD,Rented,0
49,Male,Employed,Sales,2627.27,412.32,146176.93,120,900,Married,3,Bachelor,Owned,1
62,Male,Retired,Accountant,4191.28,795.96,134080.17,60,583,Single,2,Bachelor,Rented,0
46,Female,Employed,Clerk,4154.78,720.8,91042.95,180,686,Married,0,Other,Rented,1
55,Male,Retired,Farmer,2950.27,229.45,135866.94,240,625,Single,0,High School,Rented,1
45,Male,Retired,Accountant,2290.24,624.43,11313.2,60,708,Single,4,Bachelor,Owned,1
44,Female,Employed,Engineer,5218.81,33.15,119316.54,180,790,Single,3,Diploma,Rented,1
33,Female,Employed,Engineer,5859.64,611.77,112986.43,12,748,Married,4,Bachelor,Owned,1
27,Female,Employed,Engineer,3486.72,752.08,72594.88,12,583,Married,3,Master,Mortgaged,0
56,Male,Employed,Engineer,5379.12,1237.62,44295.25,120,734,Single,3,Other,Rented,1
65,Male,Self-Employed,Sales,3326.5,415.27,162473.33,84,510,Single,4,Bachelor,Owned,0
40,Male,Employed,Accountant,6982.19,35.42,15503.11,60,489,Single,2,Master,Owned,1
21,Male,Employed,Other,3328.06,617.07,18586.21,60,660,Divorced,1,PhD,Rented,1
28,Female,Employed,Teacher,3496.23,66.18,90901.74,240,728,Single,3,Bachelor,Owned,1
66,Female,Student,Clerk,500.0,16.18,54248.14,12,707,Single,0,Diploma,Parental,0
36,Female,Employed,Farmer,3611.53,704.52,150363.22,180,832,Married,4,Bachelor,Rented,1
34,Female,Employed,Manager,4663.43,437.18,128667.06,24,688,Married,2,Other,Owned,1
32,Male,Employed,Engineer,4208.17,439.37,155644.29,120,671,Married,3,Other,Rented,1
43,Female,Student,Farmer,1132.62,165.41,68312.4,84,772,Married,2,Bachelor,Owned,0
35,Male,Self-Employed,Teacher,5512.11,1618.21,149401.19,24,650,Divorced,4,Master,Mortgaged,0
48,Female,Employed,Farmer,5106.92,1479.13,173149.13,36,711,Single,0,Diploma,Rented,0
54,Male,Employed,Accountant,5243.53,654.8,72328.53,48,715,Widowed,3,Diploma,Parental,1
22,Male,Employed,Farmer,3414.02,271.93,71279.69,120,602,Married,3,Other,Rented,1
52,Male,Employed,Engineer,4798.91,435.63,180490.52,180,710,Married,2,High School,Mortgaged,1
43,Female,Retired,Teacher,2367.37,190.89,14709.1,24,854,Married,4,Diploma,Owned,1
42,Male,Unemployed,Manager,1522.46,243.1,73286.93,180,770,Married,1,Bachelor,Rented,1
45,Male,Employed,Other,3853.15,701.5,28141.14,240,612,Single,3,Bachelor,Mortgaged,1
42,Male,Student,Doctor,500.0,73.32,10651.22,120,867,Single,0,Bachelor,Rented,1
42,Female,Employed,Engineer,5476.14,670.27,27009.54,12,735,Widowed,3,Bachelor,Owned,1
69,Female,Self-Employed,Teacher,6970.15,441.81,89092.93,84,713,Married,3,PhD,Rented,1
62,Female,Student,Accountant,736.08,106.55,138956.43,180,672,Married,1,PhD,Owned,0
26,Male,Employed,Sales,5252.31,537.47,61410.07,60,734,Married,1,Bachelor,Rented,1
35,Female,Unemployed,Teacher,1922.03,312.29,170686.68,24,688,Married,4,Bachelor,Rented,0
63,Male,Employed,Doctor,5764.86,1167.71,90335.05,60,681,Single,3,Master,Rented,1
57,Female,Employed,Doctor,5774.72,1097.16,193804.47,180,669,Married,3,Bachelor,Owned,1
53,Female,Employed,Clerk,4857.21,673.92,191060.36,24,757,Married,2,Bachelor,Rented,1
28,Male,Employed,Other,4886.4,815.13,155788.86,12,749,Single,2,Bachelor,Owned,0
64,Male,Self-Employed,Doctor,2867.28,245.03,186819.07,48,668,Widowed,0,Bachelor,Parental,1
64,Male,Retired,Clerk,3729.56,27.12,142883.73,48,558,Single,0,Diploma,Owned,0
25,Male,Self-Employed,Clerk,4695.33,880.4,179638.72,240,682,Married,2,Bachelor,Parental,1
59,Male,Student,Clerk,2075.75,157.28,51112.37,36,622,Single,0,Bachelor,Rented,0
24,Female,Unemployed,Teacher,500.0,100.34,72356.94,48,642,Married,3,Master,Rented,0
26,Male,Employed,Clerk,6245.2,1399.57,151821.36,36,670,Married,1,Master,Owned,1
65,Male,Employed,Engineer,6700.0,1841.02,87789.44,24,595,Married,3,Bachelor,Rented,0
52,Male,Employed,Engineer,3179.06,913.78,168278.85,48,551,Married,2,Master,Rented,0
50,Male,Self-Employed,Sales,3554.69,11.23,176139.58,180,703,Single,4,High School,Rented,1
67,Female,Retired,Doctor,4762.54,1415.01,63447.25,12,682,Married,4,Bachelor,Owned,0
55,Male,Employed,Other,4025.67,824.88,165572.91,180,679,Married,2,Master,Parental,1
60,Female,Self-Employed,Clerk,4793.14,925.35,35081.53,180,720,Widowed,3,Bachelor,Parental,1
36,Female,Self-Employed,Accountant,4012.86,18.31,70168.36,36,627,Married,0,Bachelor,Rented,1
33,Female,Self-Employed,Accountant,4496.32,1161.71,106003.17,84,706,Single,0,Bachelor,Rented,1
62,Female,Employed,Doctor,5058.58,220.79,49156.53,48,786,Single,4,PhD,Rented,1
50,Male,Employed,Sales,6119.26,1537.15,117957.23,12,659,Divorced,2,Bachelor,Rented,0
39,Female,Employed,Accountant,3467.72,16.19,117845.54,12,831,Married,2,Master,Owned,1
37,Male,Employed,Engineer,3630.02,703.46,45346.06,60,683,Single,1,Other,Rented,1
39,Male,Employed,Farmer,7196.77,938.75,160150.06,180,611,Married,4,Master,Mortgaged,1
48,Female,Self-Employed,Teacher,7150.54,430.68,128170.68,12,747,Married,2,Bachelor,Owned,1
46,Female,Employed,Manager,4991.87,161.08,66963.3,24,670,Widowed,1,High School,Rented,1
57,Female,Student,Accountant,3572.9,471.76,50276.03,120,764,Divorced,0,Bachelor,Mortgaged,1
46,Male,Employed,Other,3842.34,142.13,176356.28,180,713,Widowed,4,Bachelor,Owned,1
43,Male,Self-Employed,Clerk,3202.62,467.37,167969.74,36,653,Divorced,4,Master,Owned,0
29,Female,Employed,Other,7186.23,1347.89,49803.33,180,801,Divorced,2,Bachelor,Mortgaged,1
32,Male,Self-Employed,Teacher,5206.16,1292.25,11943.02,12,640,Single,2,Other,Owned,1
21,Female,Retired,Engineer,5409.64,1101.37,161883.86,240,506,Married,3,Bachelor,Owned,0
21,Female,Employed,Sales,5702.83,111.55,125024.17,24,750,Married,0,Master,Rented,1
67,Male,Employed,Teacher,3481.18,321.07,24672.0,24,707,Widowed,0,Bachelor,Rented,1
54,Male,Unemployed,Manager,835.37,72.17,119534.85,48,782,Married,1,Bachelor,Mortgaged,0
52,Male,Employed,Farmer,6803.0,1867.49,93175.62,36,609,Single,1,Master,Rented,1
68,Male,Employed,Accountant,4800.9,1249.84,156037.31,48,660,Married,3,Bachelor,Rented,1
45,Female,Employed,Sales,4570.35,507.51,45771.54,84,651,Married,0,High School,Rented,1
60,Male,Employed,Sales,5725.78,122.23,93365.57,120,754,Single,1,Bachelor,Parental,1
65,Female,Self-Employed,Accountant,3160.74,847.81,35467.6,60,732,Married,0,Bachelor,Owned,1
21,Male,Employed,Accountant,5443.25,1450.39,191717.81,24,697,Married,0,Master,Owned,0
36,Other,Student,Accountant,1095.25,280.85,156853.94,36,697,Married,1,Other,Parental,0
59,Male,Unemployed,Accountant,500.0,126.76,148660.87,36,587,Married,2,High School,Parental,0
25,Male,Self-Employed,Accountant,5471.11,788.26,139590.3,60,741,Single,2,Bachelor,Owned,1
42,Male,Self-Employed,Sales,4968.98,264.5,87550.61,60,743,Divorced,1,Bachelor,Owned,1
49,Female,Student,Doctor,500.0,71.62,185040.07,48,863,Married,3,Other,Rented,0
23,Female,Employed,Doctor,4977.56,738.57,19218.82,180,717,Single,4,PhD,Owned,1
32,Female,Student,Other,593.09,87.17,161635.52,84,730,Married,0,Master,Rented,0
46,Male,Unemployed,Doctor,500.0,80.82,46970.38,84,718,Married,4,Bachelor,Owned,0
36,Male,Self-Employed,Manager,1452.6,112.28,68185.45,12,624,Single,1,Diploma,Owned,1
57,Male,Self-Employed,Doctor,3274.26,359.75,106288.8,84,779,Married,0,Bachelor,Rented,1
42,Male,Employed,Sales,4063.96,529.35,157617.73,36,675,Married,4,Bachelor,Parental,1
49,Male,Employed,Accountant,5172.34,203.46,168514.31,84,664,Married,2,Master,Rented,1
34,Other,Unemployed,Clerk,1161.05,158.61,118827.79,84,669,Married,3,Bachelor,Rented,0
48,Female,Employed,Clerk,3796.72,923.14,83591.92,24,674,Married,4,Master,Parental,0
25,Female,Unemployed,Manager,1060.25,263.38,189567.97,12,641,Single,3,Bachelor,Rented,0
67,Female,Employed,Sales,3565.63,440.25,53071.65,36,697,Widowed,2,Master,Rented,1
69,Male,Employed,Engineer,4812.06,748.96,161603.44,60,672,Single,4,High School,Rented,1
50,Male,Employed,Teacher,4096.37,41.35,124349.68,48,665,Married,1,Diploma,Owned,0
66,Female,Employed,Other,6119.26,1238.11,78494.53,120,719,Single,0,Diploma,Rented,1
25,Female,Employed,Engineer,5175.16,628.17,5266.76,48,686,Single,2,Master,Rented,1
32,Male,Employed,Sales,4834.75,646.13,92086.86,180,635,Married,3,High School,Owned,1
36,Male,Retired,Doctor,2062.13,540.49,58960.4,120,618,Single,3,Master,Owned,0
46,Male,Self-Employed,Accountant,3506.74,485.86,25347.59,240,687,Married,2,Diploma,Rented,1
46,Male,Employed,Engineer,7743.59,49.23,19655.92,12,620,Single,1,Bachelor,Rented,1
68,Female,Self-Employed,Teacher,3248.37,221.69,72773.87,60,614,Married,1,PhD,Owned,1
41,Female,Student,Clerk,1719.11,245.29,124877.69,48,615,Married,3,Bachelor,Owned,0
59,Male,Self-Employed,Teacher,3831.03,487.76,168316.27,84,700,Single,2,Diploma,Parental,1
56,Female,Employed,Accountant,5676.24,1465.1,40794.83,12,775,Divorced,2,Bachelor,Rented,1
53,Female,Student,Doctor,2255.46,366.83,87805.57,84,707,Single,0,PhD,Owned,1
50,Male,Unemployed,Teacher,500.0,103.45,81431.45,12,750,Single,3,Bachelor,Rented,0
57,Male,Employed,Other,6064.66,853.89,105111.83,12,674,Married,1,Bachelor,Owned,1
43,Male,Employed,Teacher,9134.96,1204.87,162869.52,180,691,Married,4,Bachelor,Mortgaged,1
30,Male,Self-Employed,Sales,4851.31,649.52,112960.82,24,812,Married,1,Bachelor,Mortgaged,1
25,Female,Employed,Doctor,7420.37,914.76,170097.71,84,746,Single,1,Diploma,Rented,1
56,Male,Unemployed,Accountant,1221.57,197.38,106117.59,84,754,Married,4,Bachelor,Mortgaged,0
54,Female,Employed,Clerk,3602.06,270.63,122750.24,84,658,Married,3,Master,Owned,1
51,Male,Student,Clerk,1413.54,377.86,90289.73,180,679,Single,0,Bachelor,Mortgaged,1
30,Male,Self-Employed,Teacher,3504.42,350.18,165503.64,48,712,Married,1,Master,Owned,0
39,Male,Employed,Sales,4106.09,181.72,185146.31,36,631,Married,1,Master,Rented,1
52,Male,Employed,Engineer,4891.12,141.67,129633.22,84,490,Married,3,PhD,Parental,1
21,Male,Self-Employed,Engineer,3767.87,15.17,165052.58,48,711,Single,3,Diploma,Rented,1
25,Female,Unemployed,Sales,500.0,63.43,16505.65,24,756,Married,2,Bachelor,Parental,0
65,Female,Unemployed,Other,4562.69,256.8,181691.79,84,684,Single,3,Master,Owned,0
24,Female,Employed,Engineer,6211.81,40.34,41840.39,60,632,Married,3,Diploma,Rented,1
36,Male,Employed,Engineer,5366.59,837.22,55021.48,240,653,Married,1,High School,Owned,1
44,Male,Employed,Accountant,5134.82,1047.47,15399.36,84,517,Married,0,Master,Rented,1
36,Male,Self-Employed,Accountant,5803.52,149.3,193253.02,36,653,Married,1,Bachelor,Owned,1
22,Female,Employed,Doctor,8113.36,1121.88,171142.12,60,590,Divorced,3,Bachelor,Owned,1
69,Male,Employed,Other,6027.63,1344.7,183071.0,180,624,Married,2,Bachelor,Owned,1
48,Male,Self-Employed,Other,4181.79,1236.73,170207.15,240,586,Married,0,Master,Mortgaged,1
52,Female,Retired,Doctor,5208.97,1042.61,98508.46,180,577,Single,2,Bachelor,Owned,1
47,Male,Employed,Other,5213.54,382.94,185195.98,36,599,Married,4,Master,Mortgaged,0
40,Male,Employed,Manager,5652.97,1215.2,194047.2,240,730,Married,2,Bachelor,Owned,1
44,Male,Self-Employed,Farmer,5501.52,986.86,103000.56,36,639,Married,2,Bachelor,Owned,1
32,Female,Self-Employed,Accountant,3420.28,217.32,39246.83,180,591,Widowed,3,Bachelor,Rented,1
55,Female,Employed,Doctor,1886.25,481.62,133431.39,240,740,Divorced,3,Diploma,Parental,1
53,Male,Student,Doctor,500.0,64.11,195210.47,120,690,Married,3,Bachelor,Owned,0
53,Male,Unemployed,Other,1659.5,478.92,175068.64,48,490,Married,3,Bachelor,Owned,0
63,Other,Employed,Engineer,6053.83,1312.9,173053.96,240,759,Married,3,PhD,Mortgaged,1
57,Female,Employed,Clerk,7014.01,1356.29,187094.51,36,685,Single,2,Bachelor,Rented,1
32,Male,Employed,Teacher,4404.75,962.46,179320.69,36,741,Single,4,Bachelor,Mortgaged,0
23,Female,Unemployed,Teacher,2871.39,411.84,156374.92,24,661,Married,3,Bachelor,Owned,0
21,Male,Employed,Doctor,5277.6,799.92,145063.2,36,808,Married,4,Master,Rented,1
53,Female,Self-Employed,Manager,4906.62,1252.97,56629.6,12,649,Divorced,4,Bachelor,Owned,0
60,Female,Self-Employed,Doctor,5355.42,1094.0,126161.3,48,469,Single,1,Bachelor,Rented,0
30,Male,Employed,Accountant,2927.5,788.0,106690.28,180,608,Married,1,Master,Mortgaged,0
63,Female,Self-Employed,Other,2492.65,666.16,173079.1,60,720,Married,0,Bachelor,Mortgaged,1
64,Female,Retired,Other,1442.86,422.68,100883.95,24,692,Married,1,Bachelor,Rented,0
49,Female,Employed,Manager,6608.33,1388.17,29909.84,36,670,Divorced,3,Bachelor,Parental,1
33,Male,Employed,Accountant,4541.82,684.41,5969.63,12,601,Widowed,4,Master,Owned,1
32,Male,Employed,Clerk,8041.37,401.21,137185.26,24,681,Single,0,Bachelor,Owned,1
51,Male,Student,Engineer,1005.06,212.69,112232.14,12,678,Single,1,High School,Rented,0
66,Female,Retired,Accountant,792.94,69.36,69537.77,24,678,Single,2,Master,Rented,0
22,Male,Employed,Sales,3991.37,338.8,37949.57,36,723,Married,0,High School,Owned,1
55,Female,Unemployed,Farmer,676.06,48.33,96009.49,12,694,Married,3,Master,Rented,0
43,Female,Employed,Doctor,5772.78,1515.57,24555.86,240,659,Married,4,High School,Rented,1
37,Male,Employed,Sales,3522.74,917.28,70541.16,60,599,Married,3,Bachelor,Mortgaged,1
46,Female,Employed,Manager,5852.72,1107.87,78946.32,180,788,Married,3,High School,Mortgaged,1
28,Male,Employed,Sales,6253.31,887.31,95795.65,60,838,Married,2,Bachelor,Rented,1
49,Female,Employed,Other,4038.58,814.32,95991.05,180,819,Married,2,Bachelor,Owned,1
46,Male,Self-Employed,Engineer,6953.74,1266.75,55116.1,120,735,Married,4,Diploma,Rented,1
30,Male,Employed,Teacher,4201.01,523.95,170791.14,48,545,Single,1,Bachelor,Mortgaged,0
46,Male,Student,Doctor,500.0,56.94,74330.98,120,536,Married,3,PhD,Owned,0
54,Male,Employed,Teacher,2706.17,310.77,49769.53,84,636,Married,1,Bachelor,Rented,1
61,Female,Employed,Other,6830.96,1207.3,39282.93,36,675,Married,4,Master,Parental,1
27,Female,Employed,Other,5034.32,978.17,67902.79,240,672,Divorced,3,PhD,Owned,1
24,Female,Self-Employed,Doctor,3281.07,444.66,18172.81,240,695,Divorced,1,Other,Owned,1
65,Male,Employed,Teacher,2788.79,810.44,11416.97,60,568,Married,3,Master,Owned,1
31,Male,Employed,Accountant,4416.12,111.08,123002.73,180,808,Married,2,Bachelor,Rented,1
49,Male,Retired,Other,6572.17,684.26,125733.69,120,800,Married,2,Other,Parental,1
56,Female,Employed,Teacher,1783.27,224.2,108269.7,240,575,Married,0,Master,Rented,1
45,Female,Employed,Clerk,4052.51,20.57,153645.61,120,531,Single,4,Master,Rented,0
41,Male,Unemployed,Teacher,3189.18,349.17,12634.36,48,672,Single,1,High School,Rented,1
56,Male,Employed,Clerk,6873.46,564.4,187514.76,48,780,Single,3,Other,Rented,1
30,Female,Employed,Clerk,4144.06,629.11,23537.7,180,677,Single,0,Master,Rented,1
57,Female,Employed,Other,5305.39,535.44,136434.48,84,700,Married,4,Master,Owned,1
29,Female,Employed,Doctor,5694.41,1240.55,31012.33,240,644,Widowed,4,High School,Rented,1
44,Female,Employed,Manager,5200.76,795.61,176581.56,120,691,Single,4,Diploma,Rented,1
55,Male,Employed,Other,7676.68,298.84,104589.09,120,755,Divorced,1,Other,Owned,1
